303,0.094,-1.129,-2.775,-8.287,2.37,6,1.07,0.4,0.428,0.59,0.2,0.118,1.66,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.946,0.4,0.5,0.3892
207,0.048,-1.607,-1.438,-0.217,2.72,13,3.84,0.6,2.304,144.39,0.6,86.634,148.23,5,0.2,1,19.68,0.6,11.808,2,0.4,0.8,1,0.4,0.4,4.4,102.946,1.2,0.5,61.7676
159,0.739,-1.084,-2.865,-6.05,3.41,41,9.67,0.6,5.802,62.25,0.6,37.35,71.92,5.5,0.4,2.2,17.02,0.6,10.212,2,0.2,0.4,0,0.2,0,4.4,55.964,0.4,0.5,11.1928
626,-0.8,-1.778,0.612,1.26,55.57,8,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.968,0.8,0.5,0.7872
302,0.834,-1.616,-4.408,-0.579,2.37,12,0.42,0.2,0.084,0.27,0.2,0.054,0.69,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.538,0.4,0.5,0.3076
602,0.052,0.503,-3.124,-8.185,55.57,1,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32
447,0.349,-0.103,-4.861,-1.624,1.85,18,7.2,0.6,4.32,0.43,0.2,0.086,7.63,5,0.2,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2.4,5.808,0.4,0.5,1.1616
260,-0.401,-1.674,-4.091,-5.216,2.72,12,0.77,0.2,0.154,0,0.2,0,0.77,5,0.2,1,4.6,0.2,0.92,2,0.2,0.4,0,0.2,0,2,2.474,0.4,0.5,0.4948
108,-0.385,0.07,-4.073,1.299,3.89,15,7.18,0.6,4.308,14.63,0.6,8.778,21.81,5,0.2,1,98.75,0.6,59.25,2,0.2,0.4,0,0.2,0,4,73.736,0.4,0.5,14.7472
13,-0.026,-1.397,-0.707,-2.584,3.89,8,5.47,0.6,3.282,7.63,0.4,3.052,13.1,5,0.2,1,10.43,0.6,6.258,2,0.2,0.4,1,0.4,0.4,3.6,14.392,0.8,0.5,5.7568
68,-0.257,-0.737,0.961,-1.335,3.89,12,13.92,0.6,8.352,2.2,0.2,0.44,16.12,5,0.2,1,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0,2.4,10.202,0.4,0.5,2.0404
690,-0.122,-0.224,-1.215,-3.62,55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,3.57,0.2,0.714,2,0.2,0.4,0,0.2,0,2,2.114,0.4,0.5,0.4228
379,0.964,-1.051,-3.396,-3.438,1.99,16,0.56,0.2,0.112,0,0.2,0,0.56,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.912,0.8,0.5,0.7648
344,-0.036,0.077,-1.601,-8.815,1.99,8,0.58,0.2,0.116,0,0.2,0,0.58,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.516,0.4,0.5,0.3032
189,-0.803,-2.891,0.079,-6.226,3.41,14,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28
152,0.189,-0.132,-2.202,-5.17,3.41,29,12.29,0.6,7.374,25.74,0.6,15.444,38.03,5,0.2,1,22.1,0.6,13.26,2,0.4,0.8,0,0.2,0,4.2,37.878,0.8,0.5,15.1512
420,0.668,-1.652,0.724,-10.884,1.85,9,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5,0.2,1,0,0.2,0,2,0.2,0.4,1,0.4,0.4,2.2,2.118,0.8,0.5,0.8472
433,0.359,-1.149,-6.641,-6.159,1.85,9,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.168,0.4,0.5,0.6336
249,0.464,-0.604,1.244,-3.872,2.72,1,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0,2.2,1.998,0.4,0.5,0.3996
158,0.63,-2.167,-3.523,-6.223,3.41,40,10.37,0.6,6.222,105.56,0.6,63.336,115.93,9,0.6,5.4,52.13,0.6,31.278,2,0.2,0.4,0,0.2,0,4.8,106.636,0.4,0.5,21.3272
350,0.637,0.328,-1.608,-1.168,1.99,8,1.89,0.4,0.756,0,0.2,0,1.89,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.156,0.4,0.5,0.4312
487,0.774,-1.624,-3.3,-9.421,2.34,2,3.95,0.6,2.37,0,0.2,0,0,5.5,0.4,2.2,83.96,0.6,50.376,6,0.2,1.2,1,0.4,0.4,3.8,56.546,1.6,0.5,45.2368
479,0.286,-0.428,-1.805,-1.342,1.85,2,3.31,0.6,1.986,0.17,0.2,0.034,3.48,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.42,0.4,0.5,0.684
692,0.918,-1.227,-2.916,-3.761,55.57,12,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28
643,0.417,-0.428,-2.24,-1.783,55.57,4,0.28,0.2,0.056,0.25,0.2,0.05,0.53,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.506,0.4,0.5,0.3012
25,-0.131,-0.754,-4.632,-4.424,3.89,4,5.78,0.6,3.468,57.92,0.6,34.752,63.7,5,0.2,1,11.16,0.6,6.696,2,0.2,0.4,0,0.2,0,4,46.316,0.4,0.5,9.2632
425,-0.625,-1.87,-6.669,-1.424,1.85,12,2.89,0.6,1.734,0.11,0.2,0.022,3,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,2.4,3.164,0.4,0.5,0.6328
157,-0.803,-0.285,1.907,0.412,3.41,15,12.17,0.6,7.302,47,0.6,28.2,59.17,6,0.6,3.6,10.14,0.6,6.084,2,0.2,0.4,0,0.2,0,4.8,45.586,0.4,0.5,9.1172
651,0.099,-1.378,-0.747,-4.464,55.57,5,0.71,0.2,0.142,0,0.2,0,0.71,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.542,0.4,0.5,0.3084
514,0.465,0.039,-1.776,-1.983,21.61,16,0.72,0.2,0.144,0.8,0.2,0.16,1.52,5,0.2,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.708,0.4,0.5,0.3416
665,-0.216,-1.415,-0.728,-1.408,55.57,19,1.49,0.4,0.596,0,0.2,0,1.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.996,0.4,0.5,0.3992
439,0.038,-1.689,-1.236,-0.825,1.85,4,2.48,0.6,1.488,0.1,0.2,0.02,2.58,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,2.908,0.4,0.5,0.5816
326,0.229,-0.747,-1.5,-3.726,2.37,2,7.59,0.6,4.554,1.47,0.4,0.588,9.06,5.5,0.4,2.2,36.29,0.6,21.774,6,0.2,1.2,0,0.2,0,4.2,30.316,1.2,0.5,18.1896
544,-0.544,0.065,-3.575,-5.088,59.85,11,0,0.2,0,0,0.2,0,0,5,0.2,1,0.7,0.2,0.14,2,0.2,0.4,0,0.2,0,2,1.54,0.4,0.5,0.308
90,-0.922,-0.695,-1.628,-0.699,3.89,32,5.37,0.6,3.222,8.62,0.4,3.448,13.99,5,0.2,1,17.16,0.6,10.296,4,0.2,0.8,0,0.2,0,3.6,18.766,0.8,0.5,7.5064
506,-0.197,-2.68,-2.117,1.463,21.61,19,0.31,0.2,0.062,0.28,0.2,0.056,0.59,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.518,0.4,0.5,0.3036
160,-0.04,-2.467,-4.982,-0.791,3.41,42,3.77,0.6,2.262,40.86,0.6,24.516,44.63,5,0.2,1,18,0.6,10.8,2,0.2,0.4,0,0.2,0,4,38.978,0.4,0.5,7.7956
661,0.79,1.501,-0.824,-6.788,55.57,8,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.4,2.256,0.8,0.5,0.9024
531,0.123,0.403,-1.278,-6.149,21.61,12,0.19,0.2,0.038,0.23,0.2,0.046,0.42,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.484,0.4,0.5,0.2968
171,0.878,-0.622,-3.928,-1.098,3.41,2,1.18,0.4,0.472,0,0.2,0,1.18,5.5,0.4,2.2,183.2,0.6,109.92,2,0.4,0.8,0,0.2,0,3.2,113.392,0.8,0.5,45.3568
179,0.781,-0.721,-1.886,-3.233,3.41,15,1.01,0.4,0.404,0,0.2,0,1.01,5,0.2,1,0.28,0.2,0.056,2,0.2,0.4,0,0.2,0,2.2,1.86,0.4,0.5,0.372
684,0.526,-0.564,-2.124,-3.243,55.57,11,0.41,0.2,0.082,0.11,0.2,0.022,0.52,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.504,0.4,0.5,0.3008
387,-0.332,-0.915,-3.4,0.365,1.85,2,11.24,0.6,6.744,9.49,0.6,5.694,20.73,5.5,0.4,2.2,173.02,0.6,103.812,2,0.2,0.4,0,0.2,0,4.4,118.85,0.4,0.5,23.77
112,-0.872,-0.102,-1.671,-1.08,3.89,13,0,0.2,0,0.87,0.2,0.174,0.87,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.574,0.4,0.5,0.3148
243,-0.909,-1.272,-0.914,-8.995,2.72,1,4.36,0.6,2.616,33.91,0.6,20.346,38.27,5.5,0.4,2.2,6.06,0.4,2.424,6,0.4,2.4,0,0.2,0,4.8,29.986,2.4,0.5,35.9832
617,-0.716,-0.121,-3.299,-4.516,55.57,16,0.49,0.2,0.098,0,0.2,0,0.49,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.498,0.4,0.5,0.2996
309,0.135,-1.159,-5.146,-7.375,2.37,8,0.53,0.2,0.106,5.4,0.6,3.24,5.93,5,0.2,1,0.72,0.2,0.144,2,0.2,0.4,0,0.2,0,3.2,4.89,0.4,0.5,0.978
55,-0.966,0.18,-5.729,-5.505,3.89,9,6.32,0.6,3.792,9.01,0.4,3.604,15.33,5,0.2,1,8.31,0.4,3.324,2,0.2,0.4,0,0.2,0,3.2,12.12,0.4,0.5,2.424
678,0.075,0.346,0.001,1.124,55.57,9,0.92,0.2,0.184,0,0.2,0,0.92,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.584,0.4,0.5,0.3168
104,-0.917,-1.846,-2.747,-4.068,3.89,15,0,0.2,0,1.88,0.2,0.376,1.88,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.776,0.4,0.5,0.3552
354,-0.217,-0.14,-3.348,-1.996,1.99,14,1.26,0.4,0.504,0,0.2,0,1.26,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.904,0.4,0.5,0.3808
723,-0.03,-0.28,-5.601,-2.139,55.57,32,0.3,0.2,0.06,0.0023,0.2,0.00046,0.3023,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46046,0.4,0.5,0.292092
191,0.169,-0.728,-3.866,-1.622,2.72,18,5.11,0.6,3.066,53.76,0.6,32.256,58.87,6,0.6,3.6,48.56,0.6,29.136,2,0.2,0.4,2,0.6,1.2,5.2,69.658,1.6,0.5,55.7264
443,0.735,-0.345,-2.882,-5.616,1.85,15,11.44,0.6,6.864,1.41,0.4,0.564,12.85,5,0.2,1,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0,3,8.836,0.4,0.5,1.7672
95,0.699,-0.548,0.427,1.184,3.89,16,4.95,0.6,2.97,42.61,0.6,25.566,47.56,5,0.2,1,3.46,0.2,0.692,6,0.2,1.2,1,0.4,0.4,4.2,31.828,1.6,0.5,25.4624
368,0.89,-0.955,-6.325,1.741,1.99,12,1.65,0.4,0.66,0,0.2,0,1.65,5,0.2,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2.2,2.062,0.4,0.5,0.4124
361,0.374,0.173,-0.969,-3.928,1.99,19,3.02,0.6,1.812,0,0.2,0,3.02,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.8,4.012,1.2,0.5,2.4072
469,0.599,-0.875,-4.789,5.07,1.85,16,0.88,0.2,0.176,1.5,0.4,0.6,2.38,5,0.2,1,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0,2.6,2.214,0.4,0.5,0.4428
321,-0.845,-1.944,-5.727,-2.081,2.37,2,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,0.5,1.32
35,0.463,-1.034,-2.016,-2.089,3.89,5,0,0.2,0,0.43,0.2,0.086,0.43,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.5,0.2972
382,-0.115,0.038,-2.655,-3.987,1.99,15,1.46,0.4,0.584,0,0.2,0,1.46,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.984,0.4,0.5,0.3968
116,-0.591,-1.701,-1.301,-5.825,3.41,18,1.98,0.4,0.792,51.42,0.6,30.852,53.4,5.5,0.4,2.2,20.33,0.6,12.198,2,0.2,0.4,1,0.4,0.4,4.4,46.842,0.8,0.5,18.7368
621,-0.807,-2.766,0.138,-5.489,55.57,25,0.5,0.2,0.1,0,0.2,0,0.5,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.5,0.4,0.5,0.3
218,0.359,-0.852,-1.968,-5.251,2.72,4,1.73,0.4,0.692,5.64,0.4,2.256,7.37,5,0.2,1,13.35,0.6,8.01,2,0.2,0.4,0,0.2,0,3.2,12.358,0.4,0.5,2.4716
397,0.595,1.611,-3.561,1.085,1.85,8,0,0.2,0,0,0.2,0,0,5,0.2,1,10.53,0.6,6.318,4,0.2,0.8,0,0.2,0,2.6,8.118,0.8,0.5,3.2472
660,-0.379,-1.252,-2.23,-5.269,55.57,19,1.1,0.4,0.44,0,0.2,0,1.1,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.84,0.4,0.5,0.368
333,0.387,-1.958,-4.131,-10.73,2.37,5,0.14,0.2,0.028,0.08,0.2,0.016,0.22,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.444,0.4,0.5,0.2888
746,0.945,-0.544,0.182,-2.639,55.57,13,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.5,0.3136
352,-0.149,-2.403,0.784,-6.121,1.99,31,0.76,0.2,0.152,0,0.2,0,0.76,5,0.2,1,7.48,0.4,2.992,2,0.2,0.4,0,0.2,0,2.2,4.544,0.4,0.5,0.9088
770,0.46,-0.94,-1.462,-1.754,55.57,14,0.24,0.2,0.048,0.04,0.2,0.008,0.28,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.456,0.4,0.5,0.2912
731,-0.314,-0.996,-2.52,-3.294,55.57,16,0.2,0.2,0.04,0,0.2,0,0.2,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.5,0.288
719,0.532,-2.238,-2.148,-4.949,55.57,9,1.06,0.4,0.424,0,0.2,0,1.06,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.824,0.4,0.5,0.3648
15,0.176,-1.605,-2.654,-2.572,3.89,8,0,0.2,0,0.84,0.2,0.168,0.84,5,0.2,1,0.007,0.2,0.0014,2,0.2,0.4,0,0.2,0,2,1.5694,0.4,0.5,0.31388
634,-0.174,-1.997,-0.818,-8.023,55.57,8,1.67,0.4,0.668,0,0.2,0,1.67,5,0.2,1,0.06,0.2,0.012,4,0.2,0.8,0,0.2,0,2.4,2.48,0.8,0.5,0.992
695,0.649,0.104,-5.466,-2.235,55.57,12,0.7,0.2,0.14,0,0.2,0,0.7,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.54,0.4,0.5,0.308
339,-0.849,-1.697,-1.769,-0.988,2.37,2,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5,0.2,1,0.31,0.2,0.062,6,0.2,1.2,0,0.2,0,2.6,3.092,1.2,0.5,1.8552
444,0.985,0.219,0.772,-1.452,1.85,13,4.99,0.6,2.994,0.64,0.2,0.128,5.63,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,4.522,0.4,0.5,0.9044
233,-0.227,-1.202,-5.258,-5.616,2.72,19,2.13,0.6,1.278,0.59,0.2,0.118,2.72,5,0.2,1,0.76,0.2,0.152,2,0.2,0.4,0,0.2,0,2.4,2.948,0.4,0.5,0.5896
47,-0.462,1.046,-7.155,-3.559,3.89,21,0,0.2,0,15.38,0.6,9.228,15.38,5,0.2,1,126.13,0.6,75.678,2,0.2,0.4,0,0.2,0,3.6,86.306,0.4,0.5,17.2612
406,0.814,-1.029,-3.033,-6.443,1.85,14,5.13,0.6,3.078,0.09,0.2,0.018,5.22,5,0.2,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2.4,4.498,0.4,0.5,0.8996
523,-0.511,-1.115,-0.427,-8.43,21.61,14,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28
39,0.534,-1.226,-3.153,-4.77,3.89,19,11.95,0.6,7.17,30.9,0.6,18.54,42.85,5,0.2,1,32.68,0.6,19.608,2,0.2,0.4,0,0.2,0,4,46.718,0.4,0.5,9.3436
441,0.62,-2.245,-1.302,-4.346,1.85,15,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,3.754,0.4,0.5,0.7508
573,0.774,-0.505,-3.625,-4.678,59.85,43,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28
131,0.661,0.905,-3.1,-2.761,3.41,13,15.66,0.6,9.396,74.53,0.6,44.718,90.19,5,0.2,1,29.07,0.6,17.442,2,0.2,0.4,0,0.2,0,4,72.956,0.4,0.5,14.5912
552,-0.559,-0.264,-2.723,-4.474,59.85,15,0,0.2,0,0,0.2,0,0,5,0.2,1,2.39,0.2,0.478,2,0.2,0.4,0,0.2,0,2,1.878,0.4,0.5,0.3756
121,0.812,-1.799,-0.822,-6.917,3.41,39,9.97,0.6,5.982,88.73,0.6,53.238,98.7,5,0.2,1,10.27,0.6,6.162,2,0.2,0.4,0,0.2,0,4,66.782,0.4,0.5,13.3564
424,0.176,-0.045,-0.503,-2.193,1.85,11,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5,0.2,1,0.64,0.2,0.128,2,0.2,0.4,0,0.2,0,2,1.74,0.4,0.5,0.348
114,-0.862,-0.425,-6.766,-3.88,3.89,6,0,0.2,0,0.23,0.2,0.046,0.23,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.446,0.4,0.5,0.2892
579,0.392,0.535,-1.128,-1.448,55.57,8,0.95,0.2,0.19,0.72,0.2,0.144,1.67,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,2.134,0.8,0.5,0.8536
62,-0.887,0.795,-4.049,-2.416,3.89,11,1.26,0.4,0.504,0.05,0.2,0.01,1.31,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.914,0.4,0.5,0.3828
748,0.589,-0.945,-2.67,-1.06,55.57,13,1.29,0.4,0.516,0,0.2,0,1.29,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.916,0.4,0.5,0.3832
632,-0.363,-2.707,-3.24,-4.647,55.57,8,0.99,0.2,0.198,0,0.2,0,0.99,5,0.2,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.998,0.8,0.5,0.7992
707,0.184,-1.421,-5.878,-2.614,55.57,29,0,0.2,0,0.81,0.2,0.162,0.81,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.562,0.4,0.5,0.3124
733,0.781,0.609,-3.487,1.197,55.57,15,0.4,0.2,0.08,0.0025,0.2,0.0005,0.4025,5,0.2,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4805,0.4,0.5,0.2961
244,0.837,-2.002,-1.544,-0.24,2.72,2,2.23,0.6,1.338,4.54,0.2,0.908,6.77,5,0.2,1,22.8,0.6,13.68,6,0.2,1.2,0,0.2,0,3.2,18.126,1.2,0.5,10.8756
